"ESP_COD_FAO"	"ESP_LIB_FAO_FRANCAIS"
"OYM"	"Huître creuse des Caraïbes"
"OYA"	"Huître creuse américaine"
"KAN"	"Crassostrea ariakensis"
"KAY"	"Crassostrea gryphoides"
"OYI"	"Crassostrea madrasensis"
"CSI"	"Huître creuse chausson"
"OYL"	"Crassostrea belcheri"
"OYR"	"Huître creuse de Cortez"
"OYU"	"Crassostrea rivularis"
"KRL"	"Huître creuse noire"
"OGZ"	"Huître creuse gasar"
"UOG"	"Huître ondulée"
"QPF"	"Aequipecten felipponei"
"QPT"	"Aequipecten tehuelchus"
"QSC"	"Vanneau"
"FGF"	"Papillon long nez"
"EOA"	"Enoplosus armatus"
"BLG"	"Bathyclupea argentea"
"CFG"	"Caristius groenlandicus"
"CMZ"	"Caristius macropus"
"AFZ"	"Afronandus sheljuzhkoi"
"RIS"	"Pristolepis fasciata"
"NAA"	"Nandus nandus"
"OLE"	"Polycentropsis abbreviata"
"BDB"	"Badis badis"
"MNN"	"Monocirrhus polyacanthus"
"EVI"	"Evistias acutirostris"
"HIT"	"Histiopterus typus"
"PZH"	"Parazanclistius hutchinsi"
"RIG"	"Paristiopterus gallipavo"
"SWH"	"Paristiopterus labiosus"
"ENV"	"Pentaceropsis recurvirostris"
"ENE"	"Pentaceros capensis"
"EMV"	"Pentaceros decacanthus"
"EDR"	"Tête casquée pélagique"
"EDQ"	"Pseudopentaceros pectoralis"
"EDJ"	"Pseudopentaceros wheeleri"
"ZAL"	"Zanclistius elevatus"
"OLF"	"Oplegnathus fasciatus"
"AIE"	"Alticorpus macrocleithrum"
"AGV"	"Altolamprologus calvus"
"AII"	"Amphilophus citrinellus"
"AKT"	"Anomalochromis thomasi"
"GDS"	"Apistogrammoides pucallpaensis"
"HOK"	"Archocentrus centrarchus"
"RKC"	"Aristochromis christyi"
"RTT"	"Asprotilapia leptura"
"ULD"	"Aulonocara auditor"
"ULW"	"Aulonocranus dewindti"
"BCK"	"Baileychromis centropomoides"
"BMI"	"Benthochromis tricoti"
"BMP"	"Biotodoma cupido"
"BIE"	"Biotoecus opercularis"
"BEJ"	"Boulengerochromis microlepis"
"BMN"	"Buccochromis atritaeniatus"
"BJC"	"Bujurquina cordemadi"
"LHP"	"Callochromis macrops"
"RCM"	"Caprichromis liemi"
"AQK"	"Caquetaia kraussii"
"DXS"	"Cardiopharynx schoutedeni"
"BJA"	"Chaetobranchopsis australis"
"TBF"	"Chaetobranchus flavescens"
"HNH"	"Chalinochromis brichardi"
"HSE"	"Champsochromis caeruleus"
"HHH"	"Cheilochromis euchilus"
"HCN"	"Chilochromis duponti"
"HHO"	"Chilotilapia rhoadesii"
"HRB"	"Chromidotilapia batesii"
"LRM"	"Acara maroni"
"OPZ"	"Copadichromis azureus"
"OSR"	"Corematodus shiranus"
"TXI"	"Ctenopharynx intermedius"
"UGL"	"Cunningtonia longiventralis"
"YAF"	"Cyathopharynx furcifer"
"YCW"	"Cyclopharynx fwae"
"YPE"	"Cyprichromis leptosoma"
"YTO"	"Cyrtocara moorii"
"DKF"	"Danakilia franchettii"
"DRM"	"Dicrossus maculatus"
"DMC"	"Dimidiochromis compressiceps"
"DXG"	"Diplotaxodon greenwoodi"
"TLM"	"Tilapia du Mozambique"
"TLN"	"Tilapia du Nil"
"OEA"	"Oreochromis aureus"
"TLL"	"Oreochromis spilurus"
"ORM"	"Oreochromis macrochir"
"ORU"	"Oreochromis urolepis"
"STA"	"Oreochromis andersonii"
"OEL"	"Oreochromis alcalicus"
"OEM"	"Oreochromis amphimelas"
"OEG"	"Oreochromis angolensis"
"OEU"	"Oreochromis chungruruensis"
"OES"	"Oreochromis esculentus"
"OEH"	"Oreochromis hunteri"
"OEJ"	"Oreochromis jipe"
"XEK"	"Xenopoclinus kochi"
"AIX"	"Aidablennius sphynx"
"AIV"	"Alloblennius parvus"
"AIJ"	"Alticus kirkii"
"NDR"	"Andamia reyi"
"NUN"	"Antennablennius adenensis"
"NUO"	"Blennie papillon"
"NUD"	"Aspidontus dussumieri"
"AIS"	"Atrosalarias fuscus"
"YBA"	"Bathyblennius antholops"
"NLB"	"Blenniella bilitonensis"
"SJJ"	"Scartichthys gigas"
"HDP"	"Chalaroderma capito"
"HSB"	"Chasmodes bosquianus"
"IRL"	"Cirripectes alboapicalis"
"YFG"	"Blennie coiffée"
"OOP"	"Crossosalarias macrospilus"
"ECQ"	"Ecsenius aequalis"
"ECV"	"Ecsenius lividanalis"
"YUT"	"Enchelyurus ater"
"EOC"	"Entomacrodus cadenati"
"EXR"	"Exallias brevis"
"GLJ"	"Glyptoparus jugularis"
"HUF"	"Hirculops cornifer"
"HYQ"	"Hypleurochilus aequipinnis"
"HYV"	"Hypsoblennius brevipinnis"
"ISL"	"Istiblennius bellus"
"LFM"	"Laiphognathus multimaculatus"
"LFD"	"Microlipophrys adriaticus"
"LIW"	"Litobranchus fowleri"
"UND"	"Lupinoblennius dispar"
"MHB"	"Meiacanthus abditus"
"MBT"	"Mimoblennius atrocinctus"
"NAV"	"Nannosalarias nativitatus"
"OAY"	"Oman ypsilon"
"OOO"	"Omobranchus anolius"
"OXS"	"Omox biporos"
"OFT"	"Ophioblennius atlanticus"
"PBO"	"Parablennius cornutus"
"YPY"	"Parahypsos paytensis"
"YST"	"Paralipophrys trigloides"
"TUO"	"Paralticus amboinensis"
"YUH"	"Parenchelyurus hepburni"
"UXK"	"Pereulixia kosiensis"
"TSL"	"Petroscirtes ancylodon"
"FBH"	"Phenablennius heyligeri"
"IBY"	"Pictiblennius yatabei"
"LGZ"	"Plagiotremus azaleus"
"ESL"	"Praealticus natalis"
"RNP"	"Rhabdoblennius ellipes"
"IAU"	"Salaria basilisca"
"IAF"	"Salarias fasciatus"
"LLR"	"Blennie chevelue"
"BSD"	"Spaniblennius riodourensis"
"ULS"	"Stanulus seychellensis"
"XFU"	"Xiphasia matsubarai"
"ICN"	"Icosteus aenigmaticus"
"SKP"	"Schindleria praematura"
"KUL"	"Kurtus gulliveri"
"CNA"	"Poisson tête de serpent"
"CNP"	"Tête de serpent tachetée"
"FSS"	"Tête de serpent strié"
"FIS"	"Tête de serpent d'Indonésie"
"HBC"	"Channa barca"
"KNM"	"Channa maculata"
"KNA"	"Channa marulius"
"NQN"	"Channa lucius"
"RKF"	"Parachanna africana"
"NRE"	"Anaora tentaculata"
"BFM"	"Bathycallionymus formosanus"
"LYY"	"Dragonet lyre"
"LLJ"	"Calliurichthys japonicus"
"DAY"	"Dactylopus dactylopus"
"DGG"	"Diplogrammus goramensis"
"DRC"	"Draculo celetus"
"EHS"	"Eleutherochir opercularis"
"FOC"	"Foetorepus calauropomus"
"NSJ"	"Neosynchiropus ijimai"
"LNK"	"Paracallionymus costatus"
"DGB"	"Callionymus bairdi"
"OUS"	"Protogrammus sousai"
"REK"	"Repomucenus calcaratus"
"SKS"	"Foetorepus agassizi"
"MBA"	"Bouquet d'Amazone"
"MBM"	"Bouquet mousson"
"HUK"	"Bouquet cannelle"
"HJE"	"Bouquet nouméa"
"HJM"	"Bouquet cauque"
"HJT"	"Bouquet koua"
"HJI"	"Bouquet birman"
"HJL"	"Bouquet néocalédonien"
"HJR"	"Bouquet du haut Gange"
"HJY"	"Bouquet kaira"
"HDX"	"Bouquet congolais"
"HQU"	"Bouquet chagrin"
"HJN"	"Bouquet saveur"
"HFO"	"Bouquet grue"
"HJG"	"Bouquet barbe-gris"
"HGJ"	"Bouquet hawaïen"
"HHQ"	"Bouquet cascade"
"HJJ"	"Bouquet orana"
"HDK"	"Bouquet hâve"
"BKI"	"Bouquet rayé"
"BKA"	"Bouquet jaro"
"BKV"	"Bouquet javanais"
"BKK"	"Bouquet agar"
"BKL"	"Bouquet kuncho"
"BKN"	"Bouquet philippin"
"BKR"	"Bouquet singe"
"BKT"	"Bouquet ciseaux"
"BKS"	"Bouquet montagne"
"BKE"	"Bouquet malais"
"BKY"	"Bouquet malgache"
"BKB"	"Bouquet saumâtre"
"BKD"	"Bouquet meule"
"BKH"	"Bouquet ohio"
"BKF"	"Bouquet buchura"
"BKQ"	"Bouquet patsa"
"BJP"	"Bouquet manchon"
"BJD"	"Bouquet volta"
"BJE"	"Bouquet velu"
"BJM"	"Bouquet goda"
"BJG"	"Bouquet krakatoa"
"BJL"	"Bouquet brasolarge"
"BJJ"	"Bouquet forestier"
"BJY"	"Bouquet dimua"
"BJH"	"Bouquet africain"
"BKO"	"Bouquet de Hancock"
"BIK"	"Bouquet occidental"
"RQD"	"Bouquet petits doigts"
"BJQ"	"Bouquet du Surinam"
"YFN"	"Bouquet changallo"
"YMP"	"Hymenocera picta"
"BIQ"	"Crevette profonde de Tanner"
"BGQ"	"Bentheogennema borealis"
"GFT"	"Crevette armée"
"GFS"	"Crevette armée épineuse"
"GFI"	"Crevette armée panaméenne"
"GFC"	"Crevette armée vicaire"
"GJL"	"Crevette kuro"
"CGF"	"Crevette japonaise"
"GQA"	"Crevette alaska"
"CSH"	"Crevette grise"
"GQC"	"Crevette cendrée"
"GQF"	"Crevette californienne"
"GQN"	"Crevette queue noire"
"GQI"	"Crevette baie"
"GQS"	"Crevette sable"
"ONZ"	"Crevette crâne"
"PKQ"	"Crevette emplumée"
"OFI"	"Crevette épine"
"EGL"	"Crevette Béring"
"SJX"	"Crevette noisette quatre épine"
"GNZ"	"Crevette cornue à areoles"
"MRX"	"Crevette noisette"
"RSH"	"Boucot ovetgernade"
"YIA"	"Boucot méditerranéen"
"YIC"	"Boucot balafré"
"YID"	"Boucot nain"
"YIG"	"Sicyonie huppée"
"YII"	"Boucot du Pacifique"
"YIL"	"Boucot chevalier"
"YIS"	"Boucot ocellé"
"YIT"	"Boucot roitelet"
"YIB"	"Crevette de Burkenroad"
"YIF"	"Boucot bariole"
"YIN"	"Boucot noisette"
"YIO"	"Boucot carène"
"DYG"	"Danacetichthys galathenus"
"DYS"	"Ditropichthys storeri"
"GYD"	"Gyrinomimus andriashevi"
"GFY"	"Gyrinomimus grahami"
"NTV"	"Notocetichthys trunovi"
"PYK"	"Procetichthys kreffti"
"RYS"	"Rhamphocetichthys savagei"
"PXJ"	"Barbe"
"PXV"	"Poisson chèvre robuste"
"BXD"	"Béryx commun"
"BYS"	"Béryx long"
"CXF"	"Béryx australien"
"CXZ"	"Centroberyx gerrardi"
"CWB"	"Centroberyx lineatus"
"SFN"	"Dirette de Parin"
"DTV"	"Diretmoides veriginae"
"DUU"	"Diretmus argenteus"
"GXW"	"Gephyroberyx darwinii"
"HPR"	"Hoplostète argenté"
"ORY"	"Hoplostète orange"
"ANZ"	"Aulotrachichthys novaezelandicus"
"OVE"	"Optivus elongatus"
"TCU"	"Trachichthys australis"
"TPT"	"Paratrachichthys trailli"
"TSA"	"Sorosichthys ananassa"
"MCJ"	"Cleidopus gloriamaris"
"MMJ"	"Monocentris japonica"
"AKA"	"Anomalops katoptron"
"KYA"	"Kryptophanaron alfredi"
"PBZ"	"Poisson-phare"
"PVY"	"Phthanophaneron harveyi"
"HOO"	"Marignan coq"
"MJA"	"Frère jacque"
"HMJ"	"Soldat à oeillères"
"HNA"	"Neoniphon argenteus"
"NHS"	"Marignan tacheté"
"HOH"	"Ostichthys acanthorhinus"
"HWJ"	"Ostichthys japonicus"
"HWK"	"Soldat japonais rayé"
"HPS"	"Plectrypops lima"
"HPO"	"Pristilepis oligolepis"
"HSU"	"Marignan rouge et argent"
"HVS"	"Marignan sabre"
"HWD"	"Écureuil diadème"
"AXH"	"Marignan rouge"
"GBT"	"Gibberichthys latifrons"
"MMT"	"Melamphaes acanthomus"
"MWM"	"Melamphaes microps"
"PMC"	"Lubin la crête"
"SXM"	"Scopeloberyx microlepis"
"SBN"	"Scopelogadus beanii"
"SIK"	"Sio nordenskjoeldii"
"AGW"	"Anoplogaster cornuta"
"SUK"	"Acanthochaenus lutkeni"
"HXG"	"Hispidoberyx ambagiosus"
"JOD"	"Saint Pierre"
"ZCP"	"Saint Pierre du Cap"
"AZN"	"Anthoathecata"
"JOS"	"Saint Pierre argenté"
"ZNE"	"Zenopsis nebulosus"
"ZCA"	"Capromimus abbreviatus"
"ZCF"	"Cyttomimus affinis"
"ZCC"	"Cyttopsis cypho"
"ZCN"	"Cyttus novaezealandiae"
"ZCT"	"Cyttus traversi"
"ZCU"	"Cyttus australis"
"GMG"	"Grammicolepis brachiusculus"
"XED"	"Xenolepidichthys dalgleishi"
"BOC"	"Sanglier"
"ZAC"	"Sanglier chevrette"
"ZAM"	"Antigonia malayana"
"ONE"	"Neocyttus helgae"
"ONV"	"Neocyttus rhomboidalis"
"SSO"	"Arrose lisse"
"OOT"	"Oreosoma atlanticum"
"BOE"	"Arrose noir"
"ALL"	"Allocyttus verrucosus"
"PZP"	"Parazen pacificus"
"MTY"	"Cyttula macropus"
"MZJ"	"Zenion japonicum"
"GUK"	"Gulaphallus bikolanus"
"NSR"	"Neostethus amaricola"
"FDK"	"Phallostethus dunckeri"
"OER"	"Oreochromis karomo"
"OEO"	"Oreochromis karongae"
"OEW"	"Oreochromis korogwe"
"OEP"	"Oreochromis lepidurus"
"OET"	"Oreochromis leucostictus"
"OEI"	"Oreochromis lidole"
"OCI"	"Oreochromis malagarasi"
"OHO"	"Oreochromis mortimeri"
"OHI"	"Oreochromis pangani"
"OHU"	"Oreochromis placidus"
"OHW"	"Oreochromis rukwaensis"
"OHK"	"Oreochromis saka"
"OIS"	"Oreochromis salinicola"
"OIW"	"Oreochromis schwebischi"
"OIH"	"Oreochromis shiranus"
"OIQ"	"Oreochromis squamipinnis"
"OIT"	"Oreochromis tanganicae"
"OIP"	"Oreochromis upembae"
"OEV"	"Oreochromis variabilis"
"SAR"	"Sarotherodon galilaeus"
"SAH"	"Sarotherodon melanotheron"
"IHE"	"Cichlasoma beani"
"IHI"	"Cichlasoma bimaculatum"
"IHF"	"Cichlasoma facetum"
"IHS"	"Cichlasoma istlanum"
"IHY"	"Cichlasoma cyanoguttatum"
"CHL"	"Cichlasoma managuense"
"CHK"	"Cichlasoma maculicauda"
"CHH"	"Cichlasoma urophthalmus"
"IHN"	"Cichlasoma nigrofasciatum"
"IHC"	"Cichlasoma octofasciatum"
"CLO"	"Cichla ocellaris"
"IHT"	"Cichla temensis"
"DMJ"	"Docimodus johnstoni"
"TLZ"	"Tilapia zillii"
"TLS"	"Tilapia sparrmanii"
"TLR"	"Tilapia rendalli"
"TLG"	"Tilapia guineensis"
"TPB"	"Tilapia bakossiorum"
"TPO"	"Tilapia baloni"
"TPI"	"Tilapia bemini"
"TIB"	"Tilapia bilineata"
"TIV"	"Tilapia brevimanus"
"TIM"	"Tilapia busumana"
"TII"	"Tilapia buttikoferi"
"TPY"	"Tilapia bythobates"
"TIR"	"Tilapia cabrae"
"TAM"	"Tilapia cameronensis"
"TJC"	"Tilapia camerunensis"
"TJE"	"Tilapia cessiana"
"TJF"	"Tilapia coffea"
"TJG"	"Tilapia congica"
"TJD"	"Tilapia dageti"
"TJK"	"Tilapia deckerti"
"TJI"	"Tilapia discolor"
"TJV"	"Tilapia flava"
"TJU"	"Tilapia guinasana"
"TJT"	"Tilapia gutturosa"
"TJM"	"Tilapia imbriferna"
"TJJ"	"Tilapia joka"
"TJA"	"Tilapia kottae"
"TJL"	"Tilapia louka"
"TJR"	"Tilapia margaritacea"
"TJP"	"Tilapia mariae"
"TJN"	"Tilapia nyongana"
"TJH"	"Tilapia rheophila"
"TJW"	"Tilapia ruweti"
"TJY"	"Tilapia snyderae"
"TJS"	"Tilapia spongotroktis"
"TIJ"	"Tilapia tholloni"
"TLH"	"Tilapia thysi"
"TLW"	"Tilapia walteri"
"EMF"	"Eclectochromis festivus"
"EDD"	"Ectodus descampsii"
"EOB"	"Enantiopus albini"
"ETY"	"Eretmodus cyanostictus"
"EXA"	"Exochochromis anagenys"
"FSR"	"Fossorochromis rostratus"
"GFL"	"Gephyrochromis lawsi"
"GNX"	"Gnathochromis permaxillaris"
"GOW"	"Gobiocichla ethelwynnae"
"GRJ"	"Grammatotria lemairii"
"GWB"	"Greenwoodochromis bellcrossi"
"GUE"	"Guianacara oelemariensis"
"GMZ"	"Gymnogeophagus balzanii"
"HXI"	"Haplotaxodon microlepis"
"EDH"	"Centrodraco acanthopoma"
"DRN"	"Draconetta xenica"
"LLH"	"Alloclinus holderi"
"UCM"	"Auchenionchus microcirrhis"
"YTR"	"Cryptotrema corallinum"
"DLU"	"Dialommus fuscus"
"EXS"	"Exerpes asper"
"LSG"	"Labrisomus gobio"
"MTF"	"Malacoctenus africanus"
"MRV"	"Malacoctenus versicolor"
"MRF"	"Dialommus macrocephalus"
"NMS"	"Nemaclinus atelestos"
"RCV"	"Paraclinus altivelis"
"RMX"	"Paraclinus mexicanus"
"SKT"	"Starksia atlantica"
"XER"	"Xenomedea rhodopyga"
"NBP"	"Acanthemblemaria aspera"
"NBI"	"Acanthemblemaria spinosa"
"NPL"	"Chaenopsis alepidota"
"CZA"	"Coralliozetus angelica"
"EKM"	"Ekemblemaria myersi"
"EBT"	"Emblemaria atlantica"
"EBB"	"Emblemariopsis bahamensis"
"HBI"	"Hemiemblemaria simulus"
"LUZ"	"Lucayablennius zingaro"
"MKS"	"Mccoskerichthys sandae"
"NCB"	"Neoclinus blanchardi"
"OTC"	"Protemblemaria bicirris"
"TMG"	"Stathmonotus culebrai"
"NYA"	"Tanyemblemaria alleni"
"SXH"	"Scombrolabrax heterolepis"
"ESK"	"Elassoma boehlkei"
"REG"	"Sébaste doré"
"SFV"	"Petit sébaste"
"WRO"	"Sébaste rocote"
"YRO"	"Sébaste à queue jaune"
"SFP"	"Sebastes serriceps"
"SEQ"	"Sebastes rosaceus"
"SED"	"Sebastes serranoides"
"SFY"	"Sebastes mystinus"
"OPP"	"Sébaste du Pacifique"
"SBC"	"Sébaste bocace"
"SFW"	"Sebastes miniatus"
"REB"	"Sébaste du Nord"
"REC"	"Sébaste du Cap"
"REN"	"Sébaste rose"
"SPG"	"Sébaste citron"
"SGO"	"Sébaste piment"
"SFO"	"Sebastes constellatus"
"SFT"	"Sebastes aleutianus"
"SFB"	"Sebastes borealis"
"SFJ"	"Sebastes caurinus"
"SFD"	"Sebastes diploproa"
"SFE"	"Sebastes elongatus"
"SFQ"	"Sebastes inermis"
"SFK"	"Sebastes jordani"
"SFG"	"Sebastes maliger"
"SEJ"	"Sebastes minor"
"SFL"	"Sebastes schlegeli"
"SFZ"	"Sebastes taczanowskii"
"SWD"	"Sebastes reedi"
"SBY"	"Sebastes brevispinis"
"RMG"	"Sebastes melanops"
"RNV"	"Sebastes nigrocinctus"
"RPJ"	"Sebastes proriger"
"RRV"	"Sebastes ruberrimus"
"RVW"	"Sebastes wilsoni"
"RVC"	"Sebastes ciliatus"
"RVT"	"Sebastes saxicola"
"RVU"	"Sebastes variegatus"
"RVP"	"Sebastes polyspinis"
"RVN"	"Sebastes nebulosus"
"RVH"	"Sebastes helvomaculatus"
"RVB"	"Sebastes babcocki"
"RVR"	"Sebastes aurora"
"RVZ"	"Sebastes zacentrus"
"RVM"	"Sebastes melanostomus"
"RFC"	"Sebastes crameri"
"BER"	"Brachypterois serrulata"
"EBK"	"Ebosia bleekeri"
"HST"	"Hoplosebastes armatus"
"IKY"	"Idiastion kyphos"
"ICG"	"Poisson-scorpion à piége"
"NMA"	"Neomerinthe amplisquamiceps"
"BBS"	"Rascasse brune"
"RSE"	"Rascasse rouge"
"YIW"	"Boucot cible"
"YIM"	"Boucot martin"
"YIX"	"Boucot mixte"
"YIP"	"Boucot cacahuète"
"YIK"	"Petit boucot cacahuete"
"YIR"	"Boucot échancré"
"YIV"	"Boucot échancré intertidal"
"HDS"	"Salicoque trident"
"MPZ"	"Crevette saumon"
"YPJ"	"Cryptopenaeus catherinae"
"LAA"	"Salicoque rouge d'Argentine"
"RRS"	"Salicoque royale rouge"
"HMQ"	"Salicoque voilée"
"HUD"	"Salicoque doris"
"SOK"	"Salicoque colibrí"
"SKF"	"Solenocère d'Afrique"
"NKK"	"Natice du Maroc"
"NKT"	"Natice de Turton"
"NKH"	"Natice marbrée"
"NKS"	"Natice mille-points"
"NKD"	"Natice de Dillwyn"
"NKV"	"Natice lancinée"
"NVJ"	"Natice de Josephine"
"NVA"	"Natice blanc d'oeuf"
"NVE"	"Natice patte-d'éléphant"
"UNQ"	"Euspira catena"
"UTF"	"Natice brune"
"UTG"	"Natice de Guillemin"
"UTP"	"Natice belle"
"YDI"	"Natice de Valenciennes"
"TCX"	"Natice à lignes"
"OKY"	"Natice bicolore"
"OKM"	"Natice pyriforme"
"OKU"	"Natice bouche-noire"
"OLZ"	"Natice de Seba"
"UMU"	"Natice concave"
"OVF"	"Olive marbrée"
"OVI"	"Olive à bouche rouge"
"OVN"	"Olive mouchetée"
"OVC"	"Olive épiscopale"
"OVV"	"Olive commune"
"OVR"	"olive sanguine"
"OVT"	"Olive tricolore"
"OVU"	"Olive noire"
"OVL"	"Olive réticulée"
"OVS"	"Olive écriture"
"OVG"	"Oliva tigrina"
"PXQ"	"Patelle mexicaine"
"LQC"	"Patelle de la Méditerranée"
"LQF"	"Patelle foncée"
"LQN"	"Patelle de Safi"
"LQR"	"Patelle ponctuée"
"LQY"	"Patelle rude"
"PQX"	"Patelle flexueuse"
"QPM"	"Patella miniata"
"QTV"	"Patelle de l'Atlantique"
"HNY"	"Helcion velouté"
"KNO"	"Patelle à rayons"
"KNT"	"Patelle tortue"
"NCI"	"Patelle antarctique"
"NCJ"	"Patelle plate"
"NKG"	"Patelle de Kerguelen"
"DSD"	"Distortie croisée"
"DSN"	"Distortie commune"
"DSR"	"Distortie reticularis"
"RCQ"	"Toutout chilien"
"KHO"	"Potamide obtus"
"KHC"	"Potamide sangle"
"KHQ"	"Potamide equarri"
"KED"	"Cerithidea decollata"
"TXE"	"Potamide telescope"
"TBP"	"Potamide des marais"
"TBX"	"Potamide sillonne"
"FNG"	"Siphonaire géante"
"FNJ"	"Siphonaire de Java"
"FNL"	"Siphonaire laciniée"
"FNS"	"Siphonaire de Sirius"
"MGH"	"Tonnelet du Pacifique"
"MEZ"	"Tonnelet lippu"
"TOQ"	"Tonne cannelée"
"TAV"	"Tonne côtelée"
"TPX"	"Tonne perdrix"
"OSZ"	"Tonne fasciée"
"OAC"	"Tonne canaliculée"
"TOY"	"Tonne tachetée"
"QTO"	"Tonne huilée"
"QTT"	"Tonne mosaique"
"VSK"	"Turbinelle gantelet"
"VSE"	"Vasum ceramicum"
"FCT"	"Phenacostethus posthon"
"ALQ"	"Atherinella argentea"
"ODR"	"Athérine chilienne"
"BCB"	"Athérine d'Argentine"
"ATB"	"Joël"
"AHH"	"Sauclet"
"ATP"	"Atherina presbyter"
"ATQ"	"Athérine du Cap"
"ANQ"	"Atherinomorus balabacensis"
"AON"	"Atherinops affinis"
"KRE"	"Chirostoma estor"
"KRG"	"Chirostoma grandocule"
"AFF"	"Athérine à nez râpeux"
"EUI"	"Eurystole eriarcha"
"CBB"	"Coleotropis blackburni"
"LSS"	"Leuresthes sardina"
"CPK"	"Colpichthys hubbsi"
"MNR"	"Capucette nord-américaine"
"SSA"	"Capucette"
"CFC"	"Craterocephalus capreoli"
"BHL"	"Basilichthys australis"
"BHP"	"Basilichthys microlepidotus"
"MNY"	"Melaniris pachylepis"
"MLY"	"Melanorhinus cyanellus"
"AEW"	"Atherinosoma wallacei"
"MMN"	"Membras analis"
"PBH"	"Poblana alchichica"
"SNF"	"Stenatherina panatela"
"HYO"	"Athérine de Barnes"
"LSU"	"Labidesthes sicculus"
"AFC"	"Atherinopsis californiensis"
"TKI"	"Teramulus kieneri"
"BGY"	"Bedotia geayi"
"RCO"	"Rheocles alaotrensis"
"YCR"	"Cairnsichthys rhombosomoides"
"CTX"	"Chilatherina axelrodi"
"GII"	"Glossolepis incisus"
"IRW"	"Iriatherina werneri"
"MLF"	"Melanotaenia affinis"
"RCN"	"Rhadinocentrus ornatus"
"KUA"	"Kiunga ballochi"
"PDQ"	"Pseudomugil connieae"
"SGV"	"Scaturiginichthys vermeilipinnis"
"IFL"	"Iso flosmaris"
"NCH"	"Notocheirus hubbsi"
"KYH"	"Kalyptatherina helodes"
"PIY"	"Paratherina cyanea"
"QUS"	"Quirichthys stramineus"
"TEB"	"Telmatherina abendanoni"
"TGU"	"Tominanga aurea"
"DTE"	"Dentatherina merceri"
"MUF"	"Mulet à grosse tête"
"MUB"	"Mulet lebranche"
"MGU"	"Mulet blanc"
"MGI"	"Mulet parassi"
"MMW"	"Mugil trichodon"
"MYZ"	"Mulet so-iuy"
"MUO"	"Mulet sauteur d'Afrique"
"BZN"	"Bryozoa"
"MBP"	"Chelon bispinosus"
"MLR"	"Mulet lippu"
"MPK"	"Liza persicus"
"SOY"	"Mulet so-iny"
"MAD"	"Aldrichetta forsteri"
"MAJ"	"Chitte"
"AJW"	"Mulet de fleuve"
"MCW"	"Cestraeus oxyrhynchus"
"MUA"	"Mulet bobo"
"MHE"	"Crenimugil heterocheilus"
"MGC"	"Mulet porc"
"MGA"	"Mulet doré"
"LZR"	"Liza richardsonii"
"LZU"	"Liza tricuspidens"
"LZS"	"Mulet sauteur"
"LZP"	"Mulet joue d'or"
"LZT"	"Mulet tade"
"LZM"	"Mulet à grandes écailles"
"LZD"	"Liza dumerili"
"LZV"	"Mulet mopiro"
"LZK"	"Liza klunzingeri"
"LZI"	"Mulet dos vert"
"MGK"	"Moolgarda pedaraki"
"RIC"	"Rhinomugil corsula"
"MCQ"	"Mulet grande gueule"
"MXE"	"Myxus elongatus"
"NML"	"Neomyxus leuciscus"
"HBS"	"Hemibates stenosoma"
"HJU"	"Hemitaeniochromis urotaenia"
"HEX"	"Hemitilapia oxyrhyncha"
"HRP"	"Heros appendiculatus"
"HRT"	"Herotilapia multispinosa"
"HRI"	"Heterochromis multidens"
"HOJ"	"Hoplarchus psittacus"
"HTD"	"Hoplotilapia retrodens"
"HSN"	"Hypselecara coryphaenoides"
"HSG"	"Hypsophrys nicaraguensis"
"IDP"	"Iodotropheus sprengerae"
"IRH"	"Iranocichla hormuzensis"
"KOD"	"Konia dikume"
"KOG"	"Krobia guianensis"
"LTV"	"Laetacara flavilabris"
"LIE"	"Lepidiolamprologus attenuatus"
"LTX"	"Lestradea perspicax"
"LNU"	"Lethrinops albus"
"LNC"	"Lichnochromis acuticeps"
"LIV"	"Limbochromis cavalliensis"
"LNE"	"Limnochromis abeelei"
"MLI"	"Macropleurodus bicolor"
"MVF"	"Maravichromis formosus"
"MOV"	"Mesonauta festivus"
"MIZ"	"Microchromis zebroides"
"MHR"	"Microdontochromis rotundiventralis"
"MFR"	"Microgeophagus ramirezi"
"MKY"	"Myaka myaka"
"NVC"	"Naevochromis chrysogaster"
"NCS"	"Nanochromis consortus"
"NRN"	"Neetroplus nematopus"
"NRU"	"Neolamprologus boulengeri"
"NMV"	"Nimbochromis fuscotaeniatus"
"NYB"	"Nyassachromis breviceps"
"OFB"	"Ophthalmotilapia boops"
"OFG"	"Otopharynx argyrosoma"
"OXO"	"Oxylapia polli"
"RCB"	"Paracyprichromis brieni"
"RIV"	"Paralabidochromis victoriae"
"RNC"	"Parananochromis caudifasciatus"
"RTN"	"Paratilapia polleni"
"RRD"	"Paretroplus damii"
"ELK"	"Pelmatochromis buettikoferi"
"EVH"	"Pelvicachromis humilis"
"RLJ"	"Crenicichla johanna"
"RLX"	"Crenicichla saxatilis"
"RLT"	"Crenicichla alta"
"RLD"	"Crenicichla lepidota"
"ERI"	"Perissodus eccentricus"
"ETD"	"Petenia splendida"
"YFF"	"Cyphotilapia frontosa"
"HNL"	"Pharyngochromis darlingi"
"LSR"	"Placidochromis electra"
"LNN"	"Platygnathochromis melanonotus"
"TDN"	"Platytaeniodus degeni"
"PCV"	"Plecodus elaviae"
